"dtp","Temp_deg_C","pH_units","SpCond_uS_cm","HDO_mg_l","Turb_NTU","fdom_qsu_temp","fdom_turb_ife","CDOM_qsu","X_00060_00011"
2015-06-04 08:15:00,17.33,8.14,0.3,9.57,348.3,12.1127417604171,103.777845715407,12.9773971570646,113
2015-06-04 19:30:00,14.05,7.82,94.1,9.73,1.8,34.4138269746201,79.1010282357856,38.0313928374102,99
2015-06-04 19:45:00,13.97,7.82,94.2,9.74,1.9,34.4101052041776,79.1248585285294,38.0565071073384,98
2015-06-04 20:00:00,13.87,7.81,94.3,9.75,1.8,34.5449235315117,79.4531781976823,38.2423527048069,98
2015-06-04 20:15:00,13.78,7.81,94.5,9.77,1.8,34.7054236443339,79.8851297218267,38.4533125722035,98
2015-06-04 20:30:00,13.69,7.81,94.7,9.77,2,34.6345960361197,79.7626973278547,38.4081068863328,96
2015-06-04 20:45:00,13.59,7.8,94.8,9.8,1.7,34.877257058941,80.3141171237291,38.7145009794565,96
2015-06-04 21:00:00,13.49,7.8,95.1,9.84,2.2,34.8029407355747,80.2856495653623,38.6692952935858,96
2015-06-04 21:15:00,13.39,7.8,95.3,9.85,1.7,34.9093541514492,80.4007563483525,38.8250037671405,96
2015-06-04 21:30:00,13.29,7.8,95.4,9.87,2,34.9929374616772,80.7305056006282,38.955597970767,96
2015-06-04 21:45:00,13.19,7.8,95.4,9.89,2.2,35.0086805800426,80.8425759069257,39.010849364609,96
2015-06-04 11:45:00,14.33,8.01,92.4,10.43,2,31.8950011256515,72.5085735755626,35.1532975036416,109
2015-06-04 12:00:00,14.51,8.01,91.5,10.38,3,31.9088813636717,72.849597038315,35.1080918177709,108
2015-06-04 12:15:00,14.69,8.01,91.6,10.34,1.4,31.8814632111683,72.2913651796881,35.0176804460294,108
2015-06-04 12:30:00,14.83,8.01,91.6,10.3,1.4,31.612670519212,71.5951311137357,34.6761263750063,107
2015-06-04 12:45:00,15,8.01,91.6,10.25,1.6,31.6684652576213,71.7995019397716,34.6811492289919,108
2015-06-04 13:00:00,15.13,8.01,91.6,10.21,1.4,31.3999527048528,71.0457452898201,34.3446180119544,108
2015-06-04 13:15:00,15.26,8.01,91.7,10.17,1.3,31.378965209289,70.9619995559145,34.2793209101411,107
2015-06-04 13:30:00,15.35,8.01,91.7,10.12,1.3,31.2170914178129,70.5451838720446,34.0733838967301,107
2015-06-04 13:45:00,15.44,8.02,91.7,10.08,1.5,31.3450564036321,70.9337813652256,34.1838866844141,107
2015-06-04 14:00:00,15.51,8.01,91.9,10.04,1.3,31.2137530437089,70.5365962490027,34.0181325028882,107
2015-06-04 14:15:00,15.55,8.01,92,10,1.4,31.3961628741314,71.035970055016,34.2039781003566,106
2015-06-04 14:30:00,15.57,8.01,92.1,9.97,1.4,31.6003954966622,71.5633901026943,34.4199608217389,105
2015-06-04 14:45:00,15.58,8.01,92.1,9.94,1.4,31.6402801742057,71.6665419494839,34.460143653624,106
2015-06-04 15:00:00,15.56,8,92.2,9.9,1.6,31.5051862483896,71.376964661975,34.3195037420262,106
2015-06-04 15:15:00,15.51,8,92.3,9.88,1.3,31.6976750522505,71.785033341384,34.5455321713798,106
2015-06-04 15:30:00,15.46,7.99,92.4,9.84,1.3,32.0097390941663,72.5939867911937,34.9021548043598,105
2015-06-04 15:45:00,15.38,7.98,92.6,9.83,1.7,32.1511959526543,73.0843167464573,35.0829775478427,105
2015-06-04 16:00:00,15.31,7.97,92.7,9.81,2,32.2724645127451,73.3082252733443,35.2386860213974,103
2015-06-04 16:15:00,15.23,7.96,92.8,9.79,1.2,32.0962889745811,72.7883486147141,35.0729318398714,103
2015-06-04 16:30:00,15.14,7.95,92.8,9.79,1.3,32.4500573883185,73.740665676209,35.4898287206791,103
2015-06-04 16:45:00,15.05,7.94,92.9,9.76,1.3,32.5232626181268,73.9319096124363,35.6003315083631,103
2015-06-04 17:00:00,14.97,7.93,93,9.76,1.4,32.6131528520866,74.198228193297,35.7259028580039,103
2015-06-04 17:15:00,14.88,7.92,93.2,9.74,1.5,32.8509368612825,74.8532217647334,36.0172283891707,102
2015-06-04 17:30:00,14.79,7.9,93.3,9.73,1.4,33.0058727659111,75.2288305515567,36.2181425485961,102
2015-06-04 17:45:00,14.7,7.89,93.4,9.72,2.9,33.0232913562272,75.3701704568085,36.2683710884525,101
2015-06-04 18:00:00,14.61,7.88,93.6,9.72,1.6,33.4244703935792,76.3976896576201,36.7405193631021,101
2015-06-04 18:15:00,14.51,7.87,93.6,9.72,1.9,33.2190789769172,75.9510693007028,36.549650911648,101
2015-06-04 08:30:00,10.77,7.98,91.7,11.1,1.7,35.9845925928358,83.3244447092925,41.0601737907479,109
2015-06-04 08:45:00,10.98,7.98,91.7,11.07,2.1,35.4992828130261,82.1412781516303,40.4222713345723,111
2015-06-04 09:00:00,11.26,7.98,91.8,11.02,2,35.2481580561457,81.4225886437986,40.0254658697072,109
2015-06-04 09:15:00,11.54,7.98,91.8,10.98,1.9,34.777760565382,80.1144489161072,39.3825405595459,109
2015-06-04 09:30:00,11.84,7.98,92,10.93,2,34.244236219754,78.7135473754262,38.6642724396002,109
2015-06-04 09:45:00,12.17,7.98,92.1,10.87,2.5,33.7838028120833,77.6478765020052,38.021347129439,111
2015-06-04 10:00:00,12.51,7.99,92.2,10.79,1.7,33.4662225846658,76.5407125178895,37.539153146818,111
2015-06-04 10:15:00,12.83,7.99,92.2,10.74,2.5,33.2471601909441,76.2188588480732,37.1775076598523,109
2015-06-04 10:30:00,13.12,7.99,92.3,10.68,2.2,33.1291053227178,75.8094542633306,36.9414335225275,109
2015-06-04 10:45:00,13.38,8,92.4,10.64,2,32.8106300265179,74.9052680478016,36.494399517806,109
2015-06-04 11:00:00,13.63,8,92.4,10.58,1.9,32.5413250730783,74.1662807417359,36.1076397609122,108
2015-06-04 11:15:00,13.87,8,92.2,10.52,1.9,32.208253355535,73.2946746423887,35.655582902205,109
2015-06-04 11:30:00,14.12,8,92.3,10.48,2,32.1765314710048,73.2426089560459,35.5350344065498,107
2015-06-04 19:15:00,14.14,7.83,93.9,9.73,1.6,34.0341499937306,78.0179850439612,37.5793359787031,99
2015-06-04 18:30:00,14.42,7.86,93.6,9.71,1.8,33.5599629486211,76.8218912213058,36.9565020844844,100
2015-06-04 18:45:00,14.32,7.85,93.8,9.71,2.1,33.8058279099944,77.574554542847,37.2628961776081,100
2015-06-04 19:00:00,14.23,7.84,93.9,9.71,1.8,34.0544241253559,78.1386624490944,37.5692902707318,101
2015-06-04 22:00:00,13.09,7.8,95.5,9.91,2.1,35.2539904095036,81.4735022636521,39.3222663117183,95
2015-06-04 23:15:00,12.61,7.8,95.9,10.01,2.1,35.273801779384,81.5273554972298,39.5282033251293,94
2015-06-04 23:30:00,12.51,7.8,96.7,10.04,2.1,35.0827384802116,81.0085756069419,39.3524034356321,95
2015-06-04 23:45:00,12.42,7.81,97,10.06,1.8,35.2711961449932,81.4150407817498,39.5985232809282,95
2015-06-05 00:00:00,12.34,7.81,96.9,10.06,1.8,35.2347364398083,81.316106153184,39.588477572957,95
2015-06-05 00:15:00,12.25,7.81,97.1,10.09,2,35.3109826071244,81.5933083165445,39.7090260686122,95
2015-06-05 00:30:00,12.16,7.8,97.1,10.11,1.9,35.3825776698279,81.752794531923,39.8245517102818,94
2015-06-05 00:45:00,12.09,7.81,97.1,10.14,2.1,35.514445819733,82.1826288595838,40.000351599779,94
2015-06-05 01:00:00,12.01,7.8,97.3,10.16,1.8,35.1880913028682,81.1896024209026,39.6638203827415,95
2015-06-05 01:15:00,11.94,7.81,97.4,10.18,2,35.2307678625709,81.3753575294634,39.739163192526,94
2015-06-04 22:15:00,12.99,7.8,95.7,9.93,1.9,35.0128858799442,80.7498143321248,39.0912150283791,96
2015-06-04 22:30:00,12.89,7.8,95.6,9.96,1.9,35.2171346799835,81.3033396866547,39.3574262896178,95
2015-06-04 22:45:00,12.8,7.8,95.7,9.99,1.9,34.9708187856173,80.6359948870775,39.1163292983073,95
2015-06-04 23:00:00,12.7,7.81,95.7,10,2,35.3136777696788,81.6006353373557,39.5382490331006,95
2015-06-05 02:30:00,11.61,7.81,97.6,10.26,2.3,35.2899557056107,81.6415802457773,39.9350544979658,94
2015-06-05 02:45:00,11.55,7.8,97.8,10.28,2.1,35.3711691332167,81.7922346136035,40.0505801396353,94
2015-06-05 03:00:00,11.49,7.81,97.8,10.28,2.3,35.4034949752036,81.9508854068195,40.110854387463,92
2015-06-05 03:15:00,11.44,7.8,97.8,10.31,2.2,35.4702659498432,82.0975764345525,40.20628861319,92
2015-06-05 03:30:00,11.39,7.81,97.9,10.34,2.3,35.5280959928172,82.2908628864514,40.2916771309458,92
2015-06-05 03:45:00,11.36,7.81,98,10.35,2.4,35.4378971072579,82.080093161117,40.2012657592044,93
2015-06-05 04:00:00,11.33,7.81,98.2,10.36,2.3,35.3698773296168,81.8592551751618,40.1359686573911,92
2015-06-05 04:15:00,11.3,7.82,98.1,10.39,1.9,35.1381633302948,81.0891463677122,39.8848259581094,91
2015-06-05 04:30:00,11.28,7.82,98.1,10.41,2,35.2285666329267,81.3693798462999,39.9953287457934,93
2015-06-05 01:30:00,11.87,7.8,97.6,10.2,2.6,35.2333031671223,81.5927685091243,39.7693003164398,93
2015-06-05 01:45:00,11.8,7.8,97.7,10.22,1.9,35.2669301500963,81.4385143592755,39.8345974182531,92
2015-06-05 02:00:00,11.74,7.8,97.6,10.23,2.7,35.3350537521384,81.9054787105451,39.9350544979658,93
2015-06-05 02:15:00,11.68,7.8,97.7,10.24,2,35.4163976410854,81.8800828754552,40.0505801396353,93
2015-06-05 05:45:00,11.31,7.87,98.6,10.56,2,34.3184805276415,78.9126810257262,38.9505751167814,92
2015-06-05 06:00:00,11.4,7.88,98.6,10.59,2.1,33.9990059266692,78.0904332263116,38.5537696519162,92
2015-06-05 06:15:00,11.46,7.89,98.7,10.6,2,33.9614835731256,77.9569098876851,38.488472550103,91
2015-06-05 06:30:00,11.55,7.91,98.6,10.63,2,33.6411306488106,77.1029678006064,38.0916670852378,92
2015-06-05 06:45:00,11.64,7.93,98.6,10.64,2.5,33.3689964230385,76.3802943774241,37.7501130142147,92
2015-06-05 07:00:00,11.72,7.94,98.8,10.65,2,33.1730599717083,75.8615112295725,37.4989703149329,92
2015-06-05 07:15:00,11.79,7.95,97.9,10.65,2,32.8134659682252,74.9127336081619,37.0670048721684,93
2015-06-05 07:30:00,11.84,7.95,97.8,10.65,2.1,32.909641353265,75.197834871835,37.1574162439098,93
2015-06-05 07:45:00,11.98,7.96,98,10.65,2.5,32.5628117339255,74.2539100838974,36.7154050931739,93
2015-06-05 08:00:00,12.07,7.97,98,10.63,1.8,32.2838670283681,73.4613441317504,36.3688281681652,92
2015-06-05 08:15:00,12.21,7.98,98.1,10.63,2.2,32.1807588905623,73.3152285025115,36.2030739866392,92
2015-06-05 08:30:00,12.35,7.99,98,10.61,2,32.0235967620442,72.8435472330066,35.9770455572856,92
2015-06-05 08:45:00,12.57,8,98.1,10.6,2.1,31.5994972480114,71.7708272802151,35.4245316188658,92
2015-06-05 09:00:00,12.78,8.01,98,10.58,1.8,31.4935124732639,71.4064256336159,35.2336631674117,93
2015-06-05 09:15:00,12.99,8.01,98.1,10.57,1.9,31.2653629940974,70.8464397138818,34.9071776583455,92
2015-06-05 09:30:00,13.05,8.02,98.1,10.54,1.8,31.2880583507727,70.8754667922586,34.9122005123311,92
